IRIS;DEC_PIMP20;DEC_TP6020;DEC_Q120;DEC_MED20;DEC_Q320;DEC_EQ20;DEC_D120;DEC_D220;DEC_D320;DEC_D420;DEC_D620;DEC_D720;DEC_D820;DEC_D920;DEC_RD20;DEC_S80S2020;DEC_GI20;DEC_PACT20;DEC_PTSA20;DEC_PCHO20;DEC_PBEN20;DEC_PPEN20;DEC_PAUT20;DEC_NOTE20
626170102;35,2;26,0;12900;18620;24860;0,64;6380;11450;14420;16600;20480;23550;26410;32400;5,1;6,7;0,315;56,6;51,9;2,7;2,0;40,1;3,3;0
626170103;35,1;32,9;10580;17240;24770;0,82;4400;8810;12280;15150;20010;23330;26480;32700;7,4;8,8;0,347;65,0;58,4;3,9;2,7;32,6;2,4;0
626170104;30,3;43,4;8070;14840;21090;0,88;3060;6980;9840;12200;17210;19650;23100;27850;9,1;9,9;0,358;69,1;62,2;3,9;3,0;29,2;1,7;0
626170105;34,4;33,1;11060;17490;23920;0,73;5390;9460;12330;15040;19820;22830;25860;31760;5,9;7,1;0,323;60,3;55,7;3,1;1,5;37,8;1,9;0
626240101;41,1;27,9;12520;19130;25880;0,70;6740;10830;13700;16610;21690;24330;27080;33400;5,0;6,5;0,323;67,6;60,3;4,3;3,0;28,4;4,0;1
626240102;31,9;39,2;9110;15950;22090;0,81;3410;7390;10620;13410;18460;20730;23610;28740;8,4;9,8;0,347;70,0;62,4;5,6;2,0;28,9;1,1;1
626280101;23,2;45,6;8410;14400;18920;0,73;4860;7460;9710;12120;16140;18000;20460;24580;5,1;7,1;0,330;60,4;s;s;s;39,1;0,5;1
626280102;23,6;47,7;8060;13910;19570;0,83;3230;6670;9260;11500;16080;18130;20950;24920;7,7;9,4;0,348;63,9;56,8;5,8;1,3;35,0;1,1;1
626280103;38,6;26,0;13020;18930;24660;0,62;8900;11790;14130;16760;20910;23250;26070;31810;3,6;4,7;0,279;66,5;61,2;3,7;1,6;32,3;1,2;1
626370101;34,0;35,1;10680;16820;23320;0,75;5430;8340;12080;14460;19310;21860;25890;30710;5,7;7,6;0,342;66,0;60,4;3,9;1,7;31,6;2,4;1
626370102;36,2;37,4;9270;17170;24710;0,90;4020;7700;10750;14080;19660;22940;26860;33070;8,2;11,0;0,382;68,5;60,1;4,8;3,6;27,3;4,2;1
626370103;44,1;24,7;13190;19690;27530;0,73;6400;11370;14350;17030;22350;25640;29030;35240;5,5;6,7;0,319;69,1;61,6;3,6;3,9;29,0;1,9;1
626370104;24,3;37,3;10140;15500;20730;0,68;5830;9050;11370;13690;17290;19160;22220;26570;4,6;5,6;0,294;61,5;56,1;4,6;0,8;37,5;1,0;1
626370105;31,7;36,8;10210;16070;22530;0,77;3640;8510;11780;13730;18230;20370;24640;28800;7,9;8,5;0,330;73,5;67,2;5,2;1,1;24,7;1,8;1
626430101;38,3;26,9;12620;17890;23370;0,60;7340;11200;13840;16370;19810;22270;24780;29160;4,0;5,2;0,282;70,1;64,8;3,3;2,0;28,9;1,0;0
626430102;35,5;27,0;12580;17820;23780;0,63;7590;11330;13740;15630;19770;22140;25450;31030;4,1;5,5;0,305;61,9;56,4;3,4;2,1;35,3;2,8;0
626430103;42,9;22,9;13850;19970;25870;0,60;8730;12380;15360;17840;21960;24410;27630;33530;3,8;4,8;0,279;54,2;48,6;2,8;2,8;43,8;2,0;0
626430104;28,5;35,4;10420;16020;20810;0,65;6960;9630;11830;14200;17740;19860;22480;27140;3,9;4,9;0,281;61,6;55,9;4,1;1,6;37,5;0,9;0
626430105;27,9;41,8;8720;15520;21490;0,82;3120;7420;9890;12660;18040;20280;22970;27320;8,8;9,5;0,343;54,4;48,9;3,9;1,6;44,8;0,8;0
626430106;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
626430107;41,2;25,2;13110;18780;25210;0,64;8000;11380;14480;16540;21100;23630;27210;31190;3,9;5,1;0,285;74,3;66,1;3,9;4,3;23,0;2,7;0
626430108;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
626450101;51,3;19,0;14880;21910;29160;0,65;8940;13460;16670;19570;24520;27470;31140;38240;4,3;5,2;0,291;66,9;60,3;3,2;3,4;30,7;2,4;1
626450102;54,0;17,1;15690;21970;29840;0,64;10460;14220;17010;19470;24910;28250;32400;38860;3,7;4,5;0,283;69,2;64,3;2,7;2,2;27,3;3,5;1
626670101;29,8;32,5;10580;16690;22770;0,73;5250;9000;12240;14840;19030;21230;24670;29570;5,6;7,2;0,321;65,6;59,2;4,7;1,7;32,4;2,0;1
626670102;40,4;25,9;12990;18830;25160;0,65;7410;11220;14200;16700;20830;23640;26760;31370;4,2;5,6;0,294;58,0;51,6;3,8;2,6;39,3;2,7;1
626670103;s;s;5340;10750;16910;1,08;570;4320;6630;8630;13350;15690;18470;23130;40,7;18,5;0,400;62,9;55,0;7,0;0,9;36,5;0,6;1
626670104;s;s;13050;19090;25260;0,64;7470;11240;14520;16730;21000;23240;26830;31630;4,2;5,5;0,287;60,3;55,1;3,3;1,9;37,8;1,9;1
627240101;26,5;44,0;7760;14310;21120;0,93;1680;6020;9060;12130;16710;19350;22900;28100;16,7;13,2;0,382;68,2;61,0;4,7;2,5;29,9;1,9;1
627240102;24,6;51,2;7000;12770;19240;0,96;1440;5960;8060;10270;15300;17830;20920;25420;17,7;12,1;0,376;69,2;s;s;s;29,9;0,9;1
627240103;28,7;35,2;9960;16320;22180;0,75;4640;8120;11580;14300;18030;20300;23690;28260;6,1;7,8;0,317;61,5;56,1;4,4;1,0;37,7;0,8;1
627240104;41,9;26,7;12500;19930;25800;0,67;6320;10920;14160;17040;22010;24460;27600;33740;5,3;7,1;0,327;70,8;63,0;3,2;4,6;26,9;2,3;1
627370101;43,5;22,7;13860;20470;26900;0,64;7330;12450;15420;17840;22780;25190;28630;33640;4,6;6,0;0,300;70,7;64,9;3,1;2,7;26,9;2,4;1
627370102;26,2;38,8;9750;15430;20950;0,73;5120;8160;10960;13350;17380;19670;22370;26180;5,1;6,6;0,309;67,1;62,3;4,3;0,5;32,4;0,5;1
627530101;s;s;12920;19480;26370;0,69;5620;10980;14340;16870;21880;24710;27750;34180;6,1;7,3;0,326;61,9;55,7;3,0;3,2;36,6;1,5;1
627530102;s;s;13720;21020;28590;0,71;7430;11980;15360;18360;23440;26990;30450;38920;5,2;6,9;0,333;72,9;65,4;3,0;4,5;24,0;3,1;1
627580101;32,4;39,8;7630;16030;24480;1,05;2150;6180;9520;13210;18920;21980;26600;35700;16,6;18,2;0,433;62,7;53,9;4,1;4,7;33,3;4,0;0
627580102;47,3;27,9;11920;20090;28680;0,83;7120;9920;13880;17420;23220;26550;31570;41110;5,8;8,1;0,371;58,3;51,1;3,5;3,7;36,7;5,0;0
627580103;46,5;22,7;14120;19840;26640;0,63;7820;12220;15210;17680;22230;24900;28330;34830;4,5;6,1;0,313;67,4;61,0;2,9;3,5;30,1;2,5;0
627580104;47,8;19,3;15010;20310;27050;0,59;8510;13460;16740;18420;22520;25580;28700;35440;4,2;5,3;0,301;65,0;57,9;2,0;5,1;32,0;3,0;0
627580105;s;s;15770;23100;30670;0,64;10260;14040;16920;20040;25730;28830;34560;43780;4,3;6,4;0,345;65,8;55,5;2,3;8,0;26,7;7,5;0
627640101;s;s;16040;22570;29260;0,59;9520;14230;17540;20100;24820;27660;31590;38950;4,1;5,2;0,299;63,7;57,6;2,2;3,9;32,7;3,6;1
627640102;s;s;6630;12640;20210;1,07;950;5040;7640;10310;15130;18540;22280;26910;28,4;18,5;0,398;65,0;58,4;6,0;0,6;34,7;0,3;1
627650101;41,0;27,0;12580;19030;26480;0,73;5820;10710;14160;16790;21580;24410;28490;35280;6,1;7,7;0,340;66,2;57,9;3,0;5,3;29,9;3,9;0
627650201;32,2;47,8;6160;13840;22420;1,17;70;4650;7640;10620;16830;20480;25350;34710;481,2;36,6;0,500;67,6;56,4;4,1;7,1;27,1;5,3;0
627650301;31,8;46,9;5830;14000;23080;1,23;10;3700;7300;10660;17250;21040;26470;35830;2986,2;56,7;0,527;69,6;57,8;4,7;7,1;23,6;6,8;0
627650302;33,1;43,0;7290;15270;24100;1,10;330;5930;9090;12110;18110;21720;27110;38290;117,8;33,5;0,496;64,5;53,9;4,5;6,1;25,8;9,7;0
627650401;31,7;48,3;7060;13940;22130;1,08;960;5430;8490;10960;17050;20180;23870;31230;32,4;21,5;0,439;61,3;53,3;5,1;2,9;34,4;4,3;0
627670101;33,2;39,0;9250;16480;24070;0,90;1920;7400;10760;13410;19040;22220;26300;33180;17,3;15,1;0,399;63,4;53,4;3,8;6,2;32,6;4,0;1
627670102;33,0;33,9;10550;16830;23360;0,76;2260;8650;12130;14720;19370;21620;25230;31930;14,1;11,8;0,375;57,7;50,3;2,5;4,9;38,2;4,1;1
627710101;26,3;47,0;6780;14000;20970;1,01;930;5220;8130;10920;17190;19720;22500;27340;29,6;18,6;0,393;62,1;56,1;4,5;1,5;36,1;1,8;1
627710102;22,9;46,3;7800;14120;20320;0,89;2630;6390;9030;11690;16730;18980;21670;25830;9,8;10,0;0,348;61,2;54,7;5,5;1,0;37,9;0,9;1
627710103;22,2;52,7;7260;12650;18630;0,90;1560;5930;8280;10430;15070;17450;20060;24570;15,8;13,1;0,380;63,6;55,9;5,8;1,9;34,8;1,6;1
627710104;22,7;46,6;7620;13900;19490;0,85;2140;6110;8950;11530;15910;18330;21330;25900;12,1;11,8;0,363;70,5;63,7;5,3;1,5;27,6;1,9;1
628260101;57,9;15,4;16790;26870;43270;0,99;10280;14990;18500;22310;31830;38810;47400;69790;6,8;10,3;0,446;39,6;31,5;2,1;6,0;41,7;18,7;1
628260102;66,7;10,7;21030;36670;63630;1,16;12530;18390;23720;29610;44270;55980;71360;102320;8,2;12,9;0,483;39,4;30,4;1,4;7,6;38,0;22,6;1
628420101;42,7;24,6;13330;19510;25920;0,65;7070;11600;15060;17300;22150;24440;27960;34170;4,8;6,5;0,310;71,3;65,3;2,5;3,5;26,9;1,8;1
628420103;39,3;24,7;13360;19280;25410;0,63;6030;11110;14750;17170;21080;23930;27440;32870;5,5;6,8;0,303;75,6;70,1;3,3;2,2;22,3;2,1;1
628420104;39,9;29,9;11480;18780;25070;0,72;5270;9710;13180;16140;20750;23350;26780;32250;6,1;7,4;0,320;77,3;71,8;3,8;1,7;21,5;1,2;1
628930101;60,4;11,8;18320;28230;43940;0,91;12370;16720;20260;24220;32860;40320;49930;78010;6,3;8,7;0,413;60,1;48,5;1,9;9,7;28,4;11,5;1
628930102;56,2;16,8;15720;25250;34880;0,76;9690;14350;17550;21530;28240;32580;38170;49430;5,1;6,8;0,355;64,2;54,5;2,6;7,1;28,7;7,1;1
628930103;s;s;12510;18880;25090;0,67;6790;10680;13670;15920;20900;23520;27290;33070;4,9;6,3;0,314;61,2;55,4;3,1;2,7;36,9;1,9;1
628950101;37,8;31,1;10980;18220;24760;0,76;5650;9250;12800;15380;20270;23390;27180;33210;5,9;7,1;0,326;70,9;64,3;4,5;2,1;27,2;1,9;1
628950102;32,8;34,1;10140;17330;23810;0,79;4330;9010;11880;14460;19860;22240;25500;30730;7,1;8,0;0,329;65,3;59,1;4,3;1,9;33,2;1,5;1
628950104;33,1;34,1;10420;17010;23070;0,74;5520;8950;11950;14740;19080;21450;24780;29920;5,4;7,2;0,325;70,3;64,8;4,2;1,3;26,7;3,0;1
629070101;28,4;46,7;6760;13940;21630;1,07;1210;5180;8790;11620;17090;19920;23260;28700;23,7;17,1;0,394;69,4;61,8;5,5;2,1;28,9;1,7;1
629070102;24,8;39,7;9020;15010;20480;0,76;4370;8040;10660;13240;17030;19040;21860;26930;6,2;8,0;0,353;57,4;49,2;4,8;3,4;40,8;1,8;1
629070103;45,3;20,0;14640;20660;26940;0,60;7790;13170;16010;18530;22760;25240;28840;34990;4,5;5,4;0,289;72,6;65,5;3,5;3,6;24,9;2,5;1
629070104;29,4;40,7;8990;15440;21410;0,80;4740;7550;10180;13110;17470;20000;23690;29360;6,2;7,9;0,343;65,7;61,0;4,0;0,7;33,3;1,0;1
630030101;44,0;24,3;13400;20520;27550;0,69;7360;11880;15110;17780;23210;26060;29510;37780;5,1;7,4;0,349;58,3;50,3;2,6;5,4;35,5;6,2;1
630030102;46,6;21,5;14680;21150;28490;0,65;7410;12550;16270;18600;23700;26720;30900;38560;5,2;7,3;0,356;57,0;49,9;1,9;5,2;35,3;7,7;1
630140101;50,2;20,8;14910;21590;28890;0,65;8270;12800;16270;19010;24140;27220;31420;39080;4,7;6,6;0,332;71,0;65,1;3,0;2,9;25,7;3,3;0
630140102;64,1;s;20600;28520;38670;0,63;14990;18940;22080;25080;31810;36100;43210;53360;3,6;4,7;0,299;59,2;52,8;1,5;4,9;34,8;6,0;0
630140103;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
630140104;s;s;17250;23660;32480;0,64;10510;14550;18830;20840;26670;30570;35830;45180;4,3;5,7;0,318;57,3;53,3;1,6;2,4;37,1;5,6;0
630140105;53,3;20,6;14840;22970;31210;0,71;7100;12590;16520;20010;25580;29180;33210;43160;6,1;7,6;0,345;66,8;59,0;3,0;4,8;28,5;4,7;0
630320101;64,3;s;19420;26930;36020;0,62;14120;18310;20770;23860;30240;33690;38040;48510;3,4;4,7;0,298;65,7;58,3;2,3;5,1;30,7;3,6;0
630320102;63,3;15,7;17540;25370;35070;0,69;9520;15130;19330;22330;28720;32810;37780;47270;5,0;6,4;0,331;65,5;58,4;2,4;4,7;30,6;3,9;0
630320103;s;s;10610;21280;30740;0,95;2350;8470;13650;17950;25050;28650;33270;41220;17,6;15,3;0,393;60,2;54,8;2,5;2,9;35,3;4,5;0
630320104;53,0;20,8;14760;21680;30620;0,73;6770;12840;16120;19280;25100;28800;33240;42670;6,3;7,8;0,346;66,3;59,0;3,1;4,2;29,7;4,0;0
630320105;71,4;s;21420;31660;44700;0,74;14860;19770;23670;28020;36450;41240;48560;66500;4,5;6,5;0,366;60,3;51,5;1,4;7,4;32,5;7,2;0
630630101;45,7;21,6;14260;20100;27170;0,64;8310;12760;15450;17900;22470;25470;28710;35360;4,3;5,7;0,310;67,5;61,4;3,2;2,9;28,9;3,6;1
630630102;58,2;15,6;16690;24950;32720;0,64;10450;14840;18070;21510;27870;30810;35420;42730;4,1;5,2;0,298;63,7;58,3;2,1;3,3;33,0;3,3;1
630630103;s;s;19240;25900;34900;0,60;14210;17220;20860;23280;28810;32110;36870;44390;3,1;4,3;0,281;49,3;45,3;1,4;2,6;45,3;5,4;1
630630104;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
630690101;51,3;16,9;16530;22170;28560;0,54;10440;14780;17820;20240;24230;26800;30620;36640;3,5;4,3;0,263;59,4;54,5;2,7;2,2;37,5;3,1;1
630690103;56,3;14,1;17350;23200;30880;0,58;10810;15920;18660;20780;26120;29380;32730;38380;3,5;4,3;0,268;65,6;61,7;2,1;1,8;31,4;3,0;1
630700101;s;s;19050;27000;38550;0,72;11810;16810;20740;23630;30670;35260;42500;54940;4,7;6,0;0,338;61,9;53,3;1,8;6,8;31,4;6,7;1
630700102;70,4;9,1;20990;29810;42450;0,72;13890;18960;22860;25970;34290;39380;47490;65940;4,7;6,7;0,368;64,9;55,2;1,8;7,9;27,3;7,8;1
630750101;55,1;17,6;16210;24500;36180;0,82;8140;14120;17940;21630;28500;33520;39180;48770;6,0;8,1;0,364;58,0;50,7;2,6;4,7;37,2;4,8;0
630750102;61,0;13,5;18040;27100;39780;0,80;10110;16100;19830;23900;31090;36080;44020;64210;6,4;8,4;0,395;59,1;49,1;1,9;8,1;33,3;7,6;0
630750103;63,6;13,1;18360;26580;37240;0,71;11620;16530;19650;23360;30310;34730;40000;52570;4,5;6,6;0,357;65,2;57,4;2,1;5,7;29,8;5,0;0
630750104;60,3;13,4;17530;25720;35710;0,71;10220;15550;19260;22550;29340;33700;40220;52340;5,1;6,5;0,342;65,7;58,2;2,6;4,9;29,4;4,9;0
630750105;62,0;12,4;18710;27070;38220;0,72;10920;16700;20700;23870;30260;34860;41870;54740;5,0;7,2;0,365;61,5;54,3;1,8;5,4;31,9;6,6;0
630750106;66,1;11,2;19800;31830;46140;0,83;12550;17980;21740;26400;36900;42870;50400;68780;5,5;7,5;0,378;57,9;47,1;1,7;9,1;34,5;7,6;0
630750107;73,0;s;23420;34880;52860;0,84;15470;20910;25510;29780;40470;48300;60680;85340;5,5;7,6;0,395;63,9;53,5;1,4;9,0;26,1;10,0;0
630750108;s;s;16260;24910;35880;0,79;9490;14570;18070;21630;28620;32810;38890;50490;5,3;7,7;0,368;57,0;50,8;2,2;4,0;36,3;6,7;0
631030101;54,9;11,0;18440;25510;36250;0,70;12590;16430;19910;22540;28530;33290;39210;47770;3,8;5,2;0,313;66,0;58,7;2,4;4,9;28,9;5,1;1
631030102;56,9;12,6;17750;24800;34200;0,66;11820;16230;19520;22050;27700;31940;36950;43730;3,7;4,9;0,294;63,2;56,0;2,6;4,6;32,9;3,9;1
631130102;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
631130201;39,8;42,6;7510;15690;23890;1,04;1790;6700;9410;12180;18520;22040;25990;31700;17,7;13,9;0,391;74,1;67,6;4,3;2,2;24,1;1,8;0
631130202;36,4;44,2;6800;15570;24480;1,14;500;4530;8730;11610;18830;22470;26920;34520;69,0;32,2;0,450;75,6;67,7;4,6;3,3;20,9;3,5;0
631130301;43,1;36,7;8310;18750;31310;1,23;1770;6330;10330;14730;22960;28330;35960;49830;28,1;26,9;0,476;74,1;65,9;3,5;4,7;21,5;4,4;0
631130302;46,3;30,6;10860;20290;32490;1,07;2930;8810;12830;17010;24780;29980;36370;46990;16,0;17,3;0,435;72,1;64,0;3,0;5,1;23,1;4,8;0
631130401;39,3;39,6;7150;17070;29200;1,29;390;5470;9120;13280;20890;25780;32570;47410;120,3;40,6;0,501;76,9;65,6;3,6;7,7;17,1;6,0;0
631130402;46,4;31,3;10170;21470;36090;1,21;2350;7700;12450;16790;26170;32380;41670;61820;26,3;25,7;0,497;76,0;65,3;2,8;7,9;16,8;7,2;0
631130403;51,1;30,6;10070;21970;38570;1,30;2010;7400;13040;17510;27250;34970;42250;57580;28,6;33,8;0,519;65,6;58,2;2,8;4,6;22,8;11,6;0
631130501;47,4;29,5;11040;20120;30090;0,95;4020;9010;13390;16970;23900;27810;33450;44400;11,1;13,0;0,404;72,2;65,3;3,5;3,4;24,7;3,1;0
631130601;44,6;31,3;10670;19090;26300;0,82;4050;8980;12580;16350;21760;24670;28280;34970;8,6;11,1;0,371;69,1;64,2;3,4;1,5;28,5;2,4;0
631130602;46,2;27,8;12280;19470;27580;0,79;5610;9850;13850;16820;22040;25420;29490;35490;6,3;8,0;0,338;76,5;70,2;3,5;2,8;21,1;2,4;0
631130701;42,9;31,2;10980;18480;26420;0,84;3600;8400;12690;15440;21170;24640;29340;37100;10,3;11,8;0,378;72,7;66,8;3,9;2,0;25,0;2,3;0
631130802;37,9;44,9;7720;14860;22630;1,00;2390;6900;9010;11900;17670;20740;25000;31280;13,1;13,5;0,398;71,4;64,8;4,6;2,0;25,9;2,7;0
631130901;49,3;26,6;12770;19960;27390;0,73;5180;10400;14230;17320;22500;25790;29950;36070;7,0;8,2;0,337;74,1;68,4;3,4;2,3;23,6;2,3;0
631130902;47,1;28,6;11820;19080;28020;0,85;5200;10000;13660;16450;22230;25840;29940;36830;7,1;8,7;0,344;68,3;62,7;3,8;1,8;28,6;3,1;0
631131001;44,2;31,6;10620;19190;27180;0,86;3200;8300;12630;16020;21930;25290;29510;35830;11,2;11,7;0,367;69,0;62,4;3,5;3,1;28,5;2,5;0
631131101;41,8;40,5;7820;16300;25660;1,09;1480;6390;9400;12900;19690;23640;27950;35620;24,0;18,4;0,424;66,9;61,3;3,8;1,8;29,4;3,7;0
631131201;46,6;28,8;11160;19460;28390;0,89;4000;8790;13670;16720;22550;26110;31960;40360;10,1;12,8;0,406;69,9;60,5;3,1;6,3;26,8;3,3;0
631131301;38,2;40,0;8360;15820;23510;0,96;2640;6860;9910;13170;18680;21750;25380;31930;12,1;13,6;0,387;68,9;62,7;3,9;2,3;29,0;2,1;0
631131401;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
631131404;26,4;54,7;5250;11200;20380;1,35;0;3290;6160;8590;14780;18290;21910;27800;so;47,9;0,464;57,7;51,3;4,4;2,0;40,8;1,5;0
631131405;25,8;58,1;4390;10860;19930;1,43;0;2360;5880;7890;13780;17730;22570;31880;so;85,7;0,507;66,6;57,3;5,4;3,9;31,2;2,2;0
631131501;54,0;23,6;13890;22450;30790;0,75;6560;11520;16290;19690;25330;28920;33510;43040;6,6;8,3;0,347;68,8;60,2;3,6;5,0;28,0;3,2;0
631131502;60,9;15,5;17420;25170;35430;0,72;9460;15570;19230;22330;28500;32690;38660;49170;5,2;6,8;0,344;69,9;61,9;2,5;5,5;25,3;4,8;0
631131601;58,4;18,8;16020;24660;33840;0,72;8160;13870;18020;21460;27440;31340;37140;46380;5,7;7,6;0,344;68,9;61,1;2,5;5,3;27,3;3,8;0
631131701;50,6;24,3;13520;20730;30020;0,80;6500;11200;15670;18360;23830;27650;32860;42020;6,5;8,6;0,370;61,2;54,9;2,7;3,6;34,4;4,4;0
631131702;61,2;18,7;16150;27720;44300;1,02;7660;13920;18620;23560;33470;40100;49430;66530;8,7;11,4;0,418;62,1;53,3;1,8;7,0;29,5;8,4;0
631131801;51,9;25,4;13130;21300;32030;0,89;5770;10900;14880;17930;24960;29250;35640;45930;8,0;10,8;0,391;66,3;60,1;3,0;3,2;28,5;5,2;0
631131802;53,2;26,2;12900;20930;30640;0,85;5550;10650;14750;17800;24630;28160;33580;41400;7,5;10,0;0,378;70,0;63,9;3,5;2,6;26,3;3,7;0
631131803;55,6;19,7;15730;24020;33860;0,75;8010;13300;17600;20900;27330;31400;37720;50460;6,3;8,4;0,365;68,7;61,7;2,4;4,6;26,3;5,0;0
631131901;68,0;6,9;21620;29990;42930;0,71;15540;19580;23250;26820;33530;39270;47540;60430;3,9;5,7;0,340;63,5;56,5;1,8;5,2;27,9;8,6;0
631131902;54,3;22,2;14360;22810;33490;0,84;5930;11890;16440;19970;26720;30800;37280;47490;8,0;11,2;0,405;64,5;58,8;2,3;3,4;28,2;7,3;0
631131903;54,8;26,1;12810;20910;28600;0,75;6540;11030;14910;18180;23560;26940;30690;38660;5,9;7,4;0,336;74,7;69,1;3,1;2,5;23,8;1,5;0
631132001;29,0;50,0;7010;13180;20890;1,05;2640;5860;8240;10560;16160;19110;23050;28570;10,8;12,2;0,395;54,8;49,3;3,8;1,7;43,9;1,3;0
631132002;23,8;59,0;5220;10900;18040;1,18;70;3940;6520;8630;13350;16390;20000;25000;375,7;24,8;0,425;57,0;50,0;5,3;1,7;41,7;1,3;0
631132003;56,7;20,2;14910;22190;28540;0,61;7010;12980;16190;19480;24560;27140;29850;35210;5,0;6,1;0,289;71,0;65,6;2,8;2,6;26,4;2,6;0
631132101;43,3;23,5;13710;18840;24680;0,58;7800;12040;14820;16850;20930;23440;26310;30870;4,0;5,1;0,277;54,0;50,2;2,6;1,2;44,4;1,6;0
631132201;20,2;62,7;4780;10080;16590;1,17;320;3480;5580;7500;12160;15150;17640;22420;69,1;23,9;0,417;71,8;63,9;6,6;1,3;27,7;0,5;0
631132202;28,1;53,2;5780;12410;20360;1,17;390;4570;6770;9630;15160;18710;22110;27760;71,4;23,7;0,419;57,4;51,5;4,6;1,3;41,4;1,2;0
631132301;25,6;61,9;4920;9890;17920;1,32;340;3540;5770;7840;12490;16010;19800;24920;73,8;28,5;0,442;66,5;58,7;5,9;1,9;32,5;1,0;0
631132401;46,4;27,1;12390;20040;27870;0,77;6210;10040;14090;17420;22200;25800;29520;35570;5,7;7,6;0,335;70,0;63,2;3,2;3,6;26,9;3,1;0
631132501;57,1;17,2;16860;23770;31240;0,61;7850;14500;17970;20990;26360;29140;33990;42090;5,4;6,2;0,313;66,0;60,5;2,0;3,5;28,4;5,6;0
631240101;60,5;11,2;18160;24090;31520;0,55;12570;16620;19420;21800;26790;29750;33680;40900;3,3;4,0;0,262;61,7;56,6;2,5;2,6;35,0;3,3;0
631240102;59,8;s;19450;25850;32210;0,49;13170;18020;20610;23150;27740;30770;34750;42140;3,2;4,1;0,266;50,5;46,2;1,9;2,4;45,4;4,1;0
631240103;32,4;38,7;9310;16330;23790;0,89;3670;8050;10880;13530;19190;22110;25340;30810;8,4;9,9;0,357;58,6;52,7;4,7;1,2;39,1;2,3;0
631240104;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
631240105;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
631240106;52,3;20,5;15150;22130;30160;0,68;7630;12990;16500;19100;24650;27850;32460;41030;5,4;6,9;0,331;72,7;66,9;2,7;3,1;22,9;4,4;0
631240107;61,0;s;20430;25760;32020;0,45;14700;18820;21340;23680;28040;30450;34550;41230;2,8;3,7;0,248;52,2;47,0;1,7;3,5;44,5;3,3;0
631240108;54,5;12,3;17130;22920;29950;0,56;11580;15670;18700;21020;25190;28340;31890;37990;3,3;4,1;0,259;54,3;51,5;1,6;1,2;42,3;3,4;0
631640101;49,1;22,1;14450;21520;28310;0,64;7510;12460;16040;18660;24080;26510;30440;36610;4,9;6,2;0,305;66,0;59,5;3,0;3,5;31,4;2,6;0
631640102;52,0;18,4;15300;21780;27900;0,58;10380;13830;16470;18930;23560;26480;30660;37040;3,6;4,8;0,288;60,4;55,4;3,1;1,9;35,3;4,3;0
631640103;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
631640104;43,5;21,2;14240;19540;26010;0,60;8490;12680;15700;17680;21610;24330;27520;33090;3,9;5,3;0,295;65,5;60,5;3,6;1,4;30,7;3,8;0
631640105;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
631640106;54,7;16,1;15830;21510;27420;0,54;10940;14440;17230;19500;23420;26020;29210;34940;3,2;4,0;0,255;72,7;68,7;2,9;1,1;25,1;2,2;0
631780101;38,6;28,6;12140;18220;25870;0,75;5480;10650;13520;15930;20720;23810;27980;35310;6,4;8,4;0,362;59,7;49,3;4,2;6,2;34,1;6,2;0
631780102;36,8;24,3;13610;19290;24360;0,56;7800;11960;14840;17540;21260;23400;25850;30680;3,9;4,8;0,266;52,4;48,3;3,1;1,0;45,7;1,9;0
631780103;44,3;23,0;13790;20240;27130;0,66;8100;11920;15480;18050;22790;25460;29060;35250;4,4;6,1;0,314;62,2;54,5;3,1;4,6;33,9;3,9;0
631780104;42,8;29,1;11910;19600;27360;0,79;6070;10300;13330;16990;21960;25440;29250;36740;6,1;8,0;0,354;61,6;55,9;2,9;2,8;33,6;4,8;0
631780105;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
631780106;49,0;16,9;16070;22480;30630;0,65;9490;14290;17420;19830;25210;28410;33100;41310;4,4;6,0;0,334;57,8;51,2;2,2;4,4;35,1;7,1;0
