IRIS;DEC_PIMP20;DEC_TP6020;DEC_Q120;DEC_MED20;DEC_Q320;DEC_EQ20;DEC_D120;DEC_D220;DEC_D320;DEC_D420;DEC_D620;DEC_D720;DEC_D820;DEC_D920;DEC_RD20;DEC_S80S2020;DEC_GI20;DEC_PACT20;DEC_PTSA20;DEC_PCHO20;DEC_PBEN20;DEC_PPEN20;DEC_PAUT20;DEC_NOTE20
030950103;34,1;38,5;8900;16120;23160;0,88;2870;7510;10560;13560;18800;21460;24740;31820;11,1;11,8;0,378;61,6;54,4;3,9;3,3;36,6;1,8;0
030950105;46,7;20,7;14710;20340;27390;0,62;8070;12960;16070;18420;23160;25750;29500;38110;4,7;6,2;0,317;55,5;47,7;2,3;5,5;41,2;3,3;0
030950106;56,5;11,6;17640;23180;30240;0,54;12290;16610;18780;21180;25790;29010;32990;40530;3,3;4,2;0,271;59,0;52,8;2,2;4,0;36,3;4,7;0
030950111;44,0;24,6;13310;19780;26690;0,68;7270;11820;14650;17380;22610;25140;29030;35970;4,9;6,4;0,319;53,3;47,2;2,7;3,4;43,2;3,5;0
031010101;51,7;13,3;16920;22730;29080;0,53;11240;15560;18260;20640;24860;27270;31200;37100;3,3;4,3;0,267;53,2;48,4;2,1;2,7;43,4;3,4;1
031010102;44,2;21,7;14360;20180;27210;0,64;8070;12590;15500;18090;22630;25360;28900;34130;4,2;6,1;0,309;52,4;47,6;2,5;2,3;44,0;3,6;1
031010103;49,7;14,9;16690;22060;28400;0,53;10920;15180;17740;20240;24200;26900;30490;37100;3,4;4,7;0,278;56,8;50,7;2,4;3,7;40,2;3,0;1
031180101;35,0;29,2;12230;17960;24440;0,68;6270;10420;13420;15770;20360;23140;26310;31630;5,0;6,8;0,320;62,5;55,0;4,0;3,5;33,8;3,7;1
031180102;40,2;21,4;14170;20010;26370;0,61;7710;12710;15650;17930;22340;24580;27970;34580;4,5;6,3;0,320;58,2;49,6;3,3;5,3;37,4;4,4;1
031850101;39,7;35,5;9340;18410;27920;1,01;600;6760;11040;15050;21760;25460;31240;43860;73,3;33,5;0,500;58,9;47,6;3,4;7,9;30,6;10,5;0
031850102;39,1;36,5;9570;18130;27260;0,98;900;7550;11310;14650;21420;24820;29710;39220;43,4;18,7;0,438;58,5;49,1;3,6;5,8;36,9;4,6;0
031850103;39,1;30,6;11760;18770;26930;0,81;1550;8880;13050;15890;21580;25290;29530;36500;23,5;13,9;0,376;58,3;51,4;4,4;2,5;38,2;3,5;0
031850104;33,5;35,4;10010;16970;22980;0,76;2410;7880;11520;14320;19280;21890;24710;29500;12,2;10,1;0,345;56,4;50,8;3,9;1,7;40,8;2,8;0
031850105;32,2;43,0;7710;15140;21460;0,91;540;5160;9550;12470;17710;20000;23030;28160;52,2;20,1;0,381;54,4;48,7;4,5;1,2;43,9;1,7;0
031850106;24,5;50,5;5550;12960;20090;1,12;0;3730;7170;9800;15610;18590;21490;26320;so;37,9;0,446;54,2;45,3;4,7;4,2;41,7;4,1;0
031850107;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
031850108;45,7;26,6;12650;19660;26710;0,72;5650;11020;14600;17100;22130;25020;29320;37030;6,6;7,9;0,336;59,7;53,3;3,4;3,0;37,2;3,1;0
031850109;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
031850110;51,5;23,7;13790;22040;30940;0,78;5690;11930;15450;19070;24900;28480;33150;41840;7,4;9,0;0,363;57,6;48,2;2,3;7,1;39,1;3,3;0
031850111;54,5;16,9;15530;22710;31950;0,72;10510;14000;17040;20260;25610;29750;35160;44260;4,2;6,0;0,333;56,4;47,2;2,1;7,1;40,0;3,6;0
031850112;46,5;28,0;11790;19840;26370;0,74;5970;10430;13870;16850;22260;24830;28390;33790;5,7;7,5;0,329;57,6;52,0;3,2;2,4;39,4;3,0;0
031850113;28,4;45,0;7340;14480;21520;0,98;1280;6020;8880;11670;17010;20020;23150;28200;22,0;16,2;0,389;54,9;49,2;4,1;1,6;42,9;2,2;0
031850114;38,3;27,3;12080;19170;25740;0,71;4500;10090;14060;16090;21740;24030;27650;32590;7,2;7,9;0,321;56,8;51,3;3,5;2,0;40,9;2,3;0
031850115;29,6;47,8;3790;13940;21600;1,28;0;1730;5960;9680;17140;20200;23110;28530;so;142,1;0,450;45,2;40,6;3,7;0,9;52,8;2,0;0
031850116;34,6;35,1;10440;17040;23060;0,74;4110;8480;12040;14690;19350;21770;25310;29440;7,2;8,3;0,329;48,8;41,9;4,4;2,5;48,1;3,1;0
031850117;24,6;46,4;6760;13890;20520;0,99;690;5370;7790;11220;16290;18800;21900;25870;37,4;19,6;0,389;50,6;44,1;4,2;2,3;47,9;1,5;0
031900101;45,6;28,4;12030;19470;29280;0,89;3900;9840;13820;16380;22860;26840;32080;46580;11,9;13,7;0,417;67,2;57,5;3,1;6,6;27,2;5,6;0
031900102;42,0;31,8;10900;18780;27410;0,88;3200;9350;12580;15990;21810;25710;30160;40800;12,7;12,5;0,398;58,0;49,6;2,9;5,5;36,3;5,7;0
031900103;s;s;12380;19250;25120;0,66;4260;9840;14290;16980;21660;24340;27010;32940;7,7;9,0;0,325;68,1;63,5;2,7;1,9;29,9;2,0;0
031900104;34,7;38,5;9450;16470;24220;0,90;1140;7530;10880;13840;19070;22420;26570;33050;29,1;14,4;0,383;62,2;56,9;3,2;2,1;35,3;2,5;0
031900105;48,6;19,4;14640;21070;29600;0,71;8250;13340;16210;18620;24300;27530;31580;40920;5,0;6,5;0,333;63,9;57,6;2,5;3,8;32,0;4,1;0
031900106;50,1;21,1;14680;21660;30220;0,72;6770;12760;16200;19280;24380;27670;33550;42680;6,3;8,8;0,365;63,1;53,5;2,7;6,9;32,1;4,8;0
031900107;s;s;7370;14480;21900;1,00;990;5890;9030;11930;17400;20290;23910;29330;29,7;17,1;0,396;55,6;48,6;3,9;3,1;42,2;2,2;0
031900108;23,0;56,6;3140;10840;19190;1,48;0;1580;4950;7800;14210;17760;20920;25580;so;100,5;0,464;51,0;45,2;5,5;0,3;47,6;1,4;0
031900109;43,8;23,4;13870;19820;26860;0,66;6570;11710;15080;17470;22500;25320;28350;34130;5,2;6,0;0,303;55,5;48,9;2,9;3,7;41,1;3,4;0
032540101;34,6;29,5;11650;18060;25160;0,75;5700;10350;13390;16000;20240;23230;28660;38610;6,8;9,1;0,377;55,3;46,3;3,5;5,5;38,6;6,1;1
032540102;42,2;23,2;13800;19960;26610;0,64;7880;12320;15370;17660;22090;25050;28360;34540;4,4;5,7;0,307;57,8;50,5;2,8;4,5;37,6;4,6;1
033100101;39,0;39,5;7700;17610;27410;1,12;340;6140;9790;13530;21110;25350;30250;40920;118,9;28,5;0,451;46,8;40,4;3,1;3,3;47,2;6,0;0
033100102;35,1;40,1;7940;15910;24130;1,02;600;6030;9750;13160;18880;21990;26490;35270;58,9;23,7;0,423;47,6;39,8;4,4;3,4;47,9;4,5;0
033100103;35,5;39,2;8940;15960;23480;0,91;280;6500;10690;13330;18720;21670;25010;30130;107,6;18,0;0,386;58,6;52,3;4,2;2,1;37,8;3,6;0
033100104;s;s;12340;19750;26600;0,72;4900;11120;13970;16750;22590;25390;28570;35700;7,3;8,7;0,360;59,7;51,1;3,2;5,4;38,1;2,2;0
033100105;37,8;33,7;10220;18320;27590;0,95;2430;8060;11760;15610;21440;25270;30240;39710;16,3;15,0;0,408;59,9;50,2;4,2;5,5;36,4;3,7;0
033100106;51,5;21,6;14610;23790;37430;0,96;3790;12450;16310;20590;28290;34020;41570;54670;14,4;14,1;0,412;33,6;26,2;1,9;5,5;57,9;8,5;0
033100107;51,1;19,8;15020;23270;35700;0,89;8230;13240;16750;19980;27420;32280;39750;50390;6,1;8,5;0,376;39,5;31,5;1,9;6,1;53,9;6,6;0
033100108;48,0;19,8;14790;21730;30620;0,73;8460;13260;15810;18620;24630;28400;32620;39520;4,7;6,4;0,322;51,1;44,5;2,6;4,0;44,9;4,0;0
033100109;s;s;3790;10570;17040;1,25;0;2260;5340;7870;13270;15710;18490;23350;so;68,0;0,453;48,2;41,8;5,9;0,5;49,2;2,6;0
033100110;40,5;25,2;13120;18630;25140;0,65;7610;11620;14560;16630;21160;23370;27230;34370;4,5;5,9;0,313;50,7;45,8;3,4;1,5;44,5;4,8;0
033210101;51,8;17,5;15530;22290;30140;0,66;9120;14040;16860;20090;25060;28300;32430;40130;4,4;6,0;0,320;57,1;50,2;2,0;4,9;39,9;3,0;0
033210102;55,6;15,3;16460;22620;29820;0,59;10780;14920;17780;20340;25170;28020;31820;37970;3,5;4,5;0,272;56,6;52,1;2,1;2,4;40,9;2,5;0
033210103;44,6;26,7;12700;20230;27080;0,71;4330;10080;14520;17680;22620;25590;29070;34870;8,1;9,6;0,343;63,2;55,2;3,2;4,8;33,6;3,2;0
033210104;59,1;12,6;18230;23750;30170;0,50;12170;16740;19370;21400;26380;28690;31950;38490;3,2;4,0;0,260;55,1;49,0;2,2;3,9;41,9;3,0;0
033210105;s;s;19260;25450;32620;0,53;14950;17840;20630;23520;27790;30840;34560;41070;2,7;3,4;0,243;54,0;47,0;1,7;5,3;40,7;5,3;0
033210106;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
040490101;40,3;27,2;12240;19040;26070;0,73;6090;10430;13870;16790;21780;24470;28140;34340;5,6;7,0;0,322;57,5;50,6;4,5;2,4;38,8;3,7;1
040490102;40,0;24,4;13460;19510;26350;0,66;7310;11710;15120;17570;21700;24570;28510;33580;4,6;5,5;0,294;53,2;47,2;4,2;1,8;44,5;2,3;1
040700101;50,1;23,5;13630;20910;27820;0,68;8330;11940;14890;18100;23550;26310;30490;37580;4,5;6,3;0,323;64,1;58,0;2,6;3,5;31,5;4,4;0
040700102;36,5;42,0;8110;15830;24590;1,04;1440;6380;9620;12600;19180;22820;28140;36490;25,3;17,5;0,416;55,2;46,5;4,3;4,4;40,2;4,6;0
040700103;56,0;18,4;16020;22800;31960;0,70;6270;13720;17340;20290;25810;29840;34190;44460;7,1;8,4;0,355;57,7;45,5;2,1;10,1;35,8;6,5;0
040700104;44,2;26,6;12520;19960;27470;0,75;5600;11140;14700;17380;22440;25920;30060;34760;6,2;7,0;0,311;54,5;48,9;2,7;2,9;42,0;3,5;0
040700105;52,2;24,0;13570;21100;28610;0,71;7030;11970;15150;18370;23740;26450;30870;37100;5,3;6,5;0,317;55,4;48,4;2,7;4,3;40,3;4,3;0
040700106;s;s;17850;24750;32030;0,57;11630;16230;19710;22020;27190;29920;33960;43100;3,7;4,8;0,289;55,1;47,9;1,7;5,5;39,1;5,8;0
040700107;21,2;56,3;4790;11180;18820;1,25;0;2750;6200;8330;14050;17030;21200;26670;so;63,1;0,508;52,5;43,8;5,9;2,8;36,2;11,3;0
040700108;42,5;28,1;11860;19710;27530;0,79;5120;9610;13730;16680;22250;25280;29700;37850;7,4;9,3;0,363;48,6;42,5;2,6;3,5;45,7;5,7;0
040700109;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
041120101;24,1;55,3;5430;12090;19550;1,17;10;3200;6860;9540;14800;18290;21130;28430;2713,0;40,1;0,457;62,7;53,8;6,8;2,1;29,6;7,7;0
041120102;38,7;36,4;9290;16940;24580;0,90;4210;7890;11040;14170;19560;22530;26760;34980;8,3;10,9;0,375;50,9;45,8;3,5;1,6;43,9;5,2;0
041120103;37,5;40,0;8690;16350;25590;1,03;3070;7330;10120;13150;19920;23040;28340;35780;11,7;13,7;0,410;48,3;41,2;3,9;3,2;41,7;10,0;0
041120104;52,8;20,0;14460;23130;30990;0,71;8850;13160;16510;19840;25670;28840;33220;42380;4,8;6,4;0,334;54,8;48,1;2,2;4,5;37,6;7,6;0
041120105;s;s;16000;23500;33840;0,76;8810;14320;17910;20780;26840;31450;36890;48540;5,5;8,2;0,380;55,8;48,2;2,3;5,3;32,5;11,7;0
041120106;50,3;22,1;14340;21820;30920;0,76;7210;12340;16020;18990;25210;28700;34010;42510;5,9;7,3;0,334;54,4;49,1;2,9;2,4;32,1;13,5;0
041120107;29,6;57,5;6010;11410;20160;1,24;1270;4600;6690;8610;14680;18030;22470;29640;23,4;19,3;0,451;56,9;49,2;5,9;1,8;37,3;5,8;0
041120108;54,5;13,2;17910;25520;35240;0,68;11110;16030;19440;22360;28550;32430;38020;47520;4,3;5,3;0,307;55,9;49,6;2,6;3,7;31,3;12,8;0
041120109;54,9;19,6;15350;24230;35670;0,84;8770;13300;16920;20590;28620;32920;39070;48530;5,5;7,2;0,348;58,8;52,3;2,5;4,0;28,6;12,6;0
041120110;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
042090101;31,6;40,1;8980;15870;23160;0,89;2870;7460;10400;13050;18270;21470;25250;31000;10,8;11,6;0,379;55,6;45,8;5,3;4,5;40,4;4,0;1
042090102;39,5;31,6;11150;17580;25140;0,80;4930;8680;12880;15370;20370;23120;27920;34930;7,1;10,0;0,371;57,0;49,0;3,0;5,0;38,6;4,4;1
042090103;54,3;16,0;16350;22670;31000;0,65;10380;14840;17940;20260;25540;29060;32920;41380;4,0;4,8;0,290;56,1;50,4;2,6;3,1;38,4;5,5;1
050230101;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
050230102;41,1;24,4;13250;18820;26590;0,71;7310;11380;14260;16370;21680;24500;28380;37270;5,1;7,3;0,350;57,7;47,9;4,6;5,2;37,7;4,6;0
050230103;48,2;18,9;14950;20860;28530;0,65;9550;13490;16350;18490;23450;26700;31640;39190;4,1;5,6;0,315;62,8;53,8;3,8;5,2;30,8;6,4;0
050230104;52,8;18,8;14970;21180;29760;0,70;9730;13480;16520;18800;24220;27530;32030;40940;4,2;5,7;0,328;61,1;50,7;4,4;6,0;31,8;7,1;0
050230105;49,5;20,6;14470;20930;28770;0,68;9110;12900;15700;18560;23610;26530;31100;38570;4,2;5,5;0,311;67,2;57,4;4,0;5,8;27,0;5,8;0
050230106;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
050230107;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
050230108;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
050230109;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
050460101;34,9;33,8;10650;16710;24340;0,82;3900;8750;12120;15060;19350;22280;25960;31780;8,1;9,2;0,358;56,8;45,9;5,2;5,7;36,9;6,3;1
050460102;39,7;24,7;13220;19330;26430;0,68;6640;11670;14760;16820;21800;24620;28600;35140;5,3;6,5;0,322;45,5;38,7;3,6;3,2;48,3;6,2;1
050460103;53,9;15,6;16660;23140;31900;0,66;11720;15030;18110;20420;25790;29490;34030;42710;3,6;4,9;0,306;50,2;42,4;2,7;5,1;40,4;9,4;1
050610101;31,9;41,1;8180;15440;22390;0,92;1160;6500;10080;12930;18060;20910;24230;32310;27,9;17,0;0,419;70,9;59,3;6,1;5,5;25,6;3,5;0
050610102;45,3;23,1;13870;20400;28070;0,70;6820;11060;15280;17770;23110;26370;29900;38450;5,6;7,5;0,345;52,2;43,3;3,0;5,9;40,9;6,9;0
050610103;55,6;16,8;16210;22960;31820;0,68;9940;14600;17680;20480;26320;29850;34490;42960;4,3;6,0;0,327;60,8;52,8;2,6;5,4;33,1;6,1;0
050610104;61,5;8,9;18260;24870;34000;0,63;13710;16930;19360;22100;27550;31400;36840;48250;3,5;4,9;0,319;62,2;50,6;2,2;9,4;28,3;9,5;0
050610105;46,8;24,1;13560;20380;27420;0,68;7740;11810;14780;17590;22890;26000;30240;37370;4,8;6,5;0,327;52,0;46,1;2,7;3,2;42,7;5,3;0
050610106;36,8;37,8;9030;16890;24950;0,94;3510;7700;10250;13770;19770;22990;27570;35850;10,2;13,2;0,403;56,9;47,2;3,8;5,9;38,4;4,7;0
050610107;46,3;26,3;12670;19710;26280;0,69;6920;10760;14170;17100;21780;24420;28220;34810;5,0;6,8;0,333;59,2;52,9;3,5;2,8;34,6;6,2;0
050610108;48,9;25,4;13070;21410;30130;0,80;5310;10770;14760;18360;24690;27720;32750;44060;8,3;10,5;0,381;61,3;51,7;2,2;7,4;31,2;7,5;0
050610109;57,7;13,7;17490;25120;34160;0,66;11660;15800;19330;22420;28340;32020;37630;49690;4,3;5,7;0,322;57,6;47,8;1,8;8,0;33,8;8,6;0
050610110;38,9;31,0;11430;18190;25560;0,78;4460;9680;12810;15700;21210;23980;26870;32740;7,3;9,1;0,365;47,4;40,8;3,1;3,5;47,0;5,6;0
050610111;45,9;28,5;12030;19230;26450;0,75;5640;9880;13580;16310;22250;24750;28400;34700;6,2;8,1;0,339;53,6;48,4;2,8;2,4;43,2;3,2;0
050610112;51,6;18,6;15330;21500;29060;0,64;8880;13660;17010;19260;23970;27160;31210;38190;4,3;5,1;0,292;50,5;44,6;3,0;2,9;45,6;3,9;0
050610113;47,1;20,8;14910;20800;27360;0,60;8950;12810;16490;18740;23380;26230;28700;34590;3,9;5,2;0,287;54,4;47,5;2,8;4,1;42,0;3,6;0
050610114;54,1;12,2;17130;22540;29590;0,55;12130;15890;18150;20200;25050;27870;31760;38430;3,2;4,2;0,277;61,6;54,7;2,5;4,4;34,4;4,0;0
050610115;40,6;35,5;9230;18120;25860;0,92;3320;8000;11040;14760;20760;24030;28510;35240;10,6;11,4;0,371;49,3;42,9;4,2;2,2;46,0;4,7;0
050610116;50,6;19,2;15200;21260;28270;0,61;8600;13510;16660;18940;23630;26350;30400;38650;4,5;5,4;0,300;65,7;58,6;3,4;3,7;29,1;5,2;0
050610117;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
050610118;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
050610119;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
050610120;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
050610201;55,2;s;17320;23180;31380;0,61;13360;15840;18580;20690;25750;29040;33120;41200;3,1;3,9;0,269;62,6;54,1;2,8;5,7;31,1;6,3;0
060040101;53,1;27,6;12180;21610;33790;1,00;3720;10170;14870;18680;24980;30500;36270;46570;12,5;12,9;0,397;74,0;66,0;3,2;4,8;17,3;8,7;0
060040102;59,7;13,5;17600;24900;34130;0,66;11310;15720;19110;22260;27700;31500;36730;44150;3,9;6,2;0,354;62,0;55,6;2,9;3,5;23,0;15,0;0
060040103;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
060040104;68,0;9,2;20720;28190;40490;0,70;13720;18830;22430;25060;33600;38410;44580;59100;4,3;5,7;0,332;64,9;54,2;2,8;7,9;25,6;9,5;0
060040105;66,4;12,0;19400;28150;41800;0,80;11690;17610;21080;24380;32030;38440;46400;61470;5,3;6,7;0,355;59,7;51,6;2,8;5,3;30,6;9,7;0
060040106;62,2;17,8;16560;24710;36360;0,80;9110;14420;18540;21640;29080;33240;39560;49230;5,4;7,1;0,343;66,2;58,4;3,3;4,5;26,8;7,0;0
060040107;53,3;20,7;14730;21450;30770;0,75;8270;12890;16050;18390;24640;28690;33410;41730;5,0;7,2;0,366;67,7;59,9;4,0;3,8;23,3;9,0;0
060040108;58,2;22,6;13780;22260;30870;0,77;7520;12240;16270;19240;24980;28750;33120;42320;5,6;7,1;0,343;71,1;63,1;3,5;4,5;25,4;3,5;0
060040109;58,7;18,6;15460;22970;32110;0,72;8990;13610;17330;20210;26140;29750;34520;43540;4,8;6,0;0,318;75,8;68,6;4,3;2,9;20,9;3,3;0
060040110;61,1;13,1;18380;25770;35490;0,66;10910;16750;19720;22530;28820;32750;38270;46150;4,2;5,3;0,304;66,8;58,9;3,3;4,6;27,1;6,1;0
060040111;53,7;22,7;14250;22700;33200;0,83;7430;12170;15770;19290;26170;30740;36040;46650;6,3;8,3;0,364;54,2;47,1;3,7;3,4;39,2;6,6;0
060040112;60,0;14,1;17070;25000;34760;0,71;10590;15640;18660;21800;28050;31860;36920;46530;4,4;5,6;0,317;66,6;60,1;2,8;3,7;27,5;5,9;0
060040113;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
060040114;51,8;25,4;13080;21490;31010;0,83;6110;11050;14910;18130;24160;28650;33430;44940;7,4;9,3;0,372;56,4;49,9;3,4;3,1;36,7;6,9;0
060040115;45,1;33,3;10070;18210;29620;1,07;3800;8410;12000;15690;22060;26540;34530;47620;12,5;14,6;0,423;60,9;51,9;4,8;4,2;28,9;10,2;0
060040116;59,1;16,0;16810;24040;32080;0,64;10230;14940;18520;21390;26850;30080;34940;42150;4,1;5,0;0,288;74,5;66,8;3,7;4,0;22,4;3,1;0
060040117;68,4;12,3;18580;27460;37130;0,68;11550;16690;20430;23750;31130;34600;40680;50920;4,4;6,0;0,332;65,2;55,0;3,1;7,1;28,0;6,8;0
060040118;53,0;20,4;14760;23100;33650;0,82;7830;13010;16440;19810;26750;30990;37900;48350;6,2;8,1;0,371;60,4;52,5;3,1;4,8;32,6;7,0;0
060040119;61,2;13,8;17820;25060;35510;0,71;11180;15720;19680;22290;28050;32710;39030;49490;4,4;6,6;0,360;71,8;63,4;3,4;5,0;20,3;7,9;0
060040120;51,2;23,6;13510;21830;32070;0,85;6850;11700;14890;18530;24960;29250;35150;45320;6,6;9,0;0,388;61,4;52,6;3,7;5,1;29,8;8,8;0
060040121;59,7;16,9;16170;24530;36250;0,82;8580;14650;18190;21280;28620;34080;39410;52780;6,2;7,5;0,362;57,5;48,3;2,7;6,5;34,4;8,1;0
060040122;63,3;14,9;18330;27990;42240;0,85;10240;15860;20070;23950;32370;38330;47940;65110;6,4;9,0;0,407;59,7;49,1;3,0;7,6;24,9;15,4;0
060040123;53,6;23,4;13740;21400;30860;0,80;6960;12030;15460;18440;24650;28400;33890;44010;6,3;8,4;0,369;52,9;47,0;3,2;2,7;38,7;8,4;0
060040124;57,0;21,5;14520;24330;37910;0,96;7100;12350;16410;20140;28860;35070;42300;55770;7,9;10,4;0,403;48,4;39,7;2,9;5,8;41,5;10,1;0
060040125;48,7;30,8;10960;20000;30970;1,00;4480;8840;12810;16560;23680;28400;34340;45000;10,0;13,4;0,424;51,4;42,0;4,3;5,1;39,6;9,0;0
060040126;50,3;27,0;12590;20240;29380;0,83;5950;10850;14430;17420;23610;27030;32250;41070;6,9;8,6;0,358;63,7;55,6;4,6;3,5;31,2;5,1;0
060120101;61,2;22,6;14300;23870;35640;0,89;5550;11700;16310;20560;28170;33230;38890;50250;9,1;12,0;0,410;69,6;64,3;3,1;2,2;24,6;5,8;0
060120102;55,1;27,2;12130;20660;30380;0,88;4780;9940;14340;17580;23740;27900;33710;42410;8,9;11,4;0,394;71,6;66,8;3,6;1,2;22,8;5,6;0
060120103;60,3;20,8;14780;22010;29540;0,67;7470;12710;16390;19290;24380;27470;32060;39660;5,3;7,3;0,333;76,8;72,3;2,6;1,9;19,8;3,4;0
060120104;64,5;18,8;14810;22850;32850;0,79;8280;13720;16390;19970;25980;29880;36530;46840;5,7;7,6;0,369;75,6;70,9;2,5;2,2;20,5;3,9;0
060120105;56,5;26,7;12460;20780;30250;0,86;4180;10670;14480;17690;23730;27820;33400;43450;10,4;13,6;0,432;68,4;62,0;3,1;3,3;20,2;11,4;0
060180101;60,3;14,2;17620;26840;38610;0,78;11020;15870;19900;23120;30330;35670;42740;57060;5,2;7,6;0,388;64,3;54,1;3,8;6,4;20,0;15,7;1
060180102;71,4;8,2;22250;32420;47300;0,77;14480;20390;24310;28510;37520;43280;51230;69110;4,8;6,1;0,346;69,8;60,5;2,1;7,2;20,6;9,6;1
060180103;70,1;10,4;21130;33360;49240;0,84;12950;18110;24040;28390;39130;45310;54030;71920;5,6;8,7;0,412;73,4;65,9;2,9;4,6;16,4;10,2;1
060270101;46,4;28,5;12010;19070;27440;0,81;6040;10270;13740;16670;22090;25570;29890;38490;6,4;7,9;0,350;61,4;53,8;4,3;3,3;34,0;4,6;0
060270102;43,3;31,9;11380;17990;25120;0,76;6120;9850;12760;15530;20280;23610;27570;33740;5,5;6,7;0,324;74,9;66,6;5,1;3,2;23,0;2,1;0
060270103;54,5;21,4;14580;22220;32160;0,79;8090;12570;16240;19720;25340;29570;35780;45850;5,7;7,8;0,373;61,3;53,0;3,7;4,6;31,0;7,7;0
060270104;62,7;14,6;17440;26470;38590;0,80;10480;15660;19250;22860;30480;35760;42190;54260;5,2;6,6;0,349;67,5;58,7;3,0;5,8;23,9;8,6;0
060270105;61,5;15,9;16330;25280;36890;0,81;9930;14820;18280;22160;29060;34520;41020;51770;5,2;6,9;0,347;61,1;51,4;3,3;6,4;32,7;6,2;0
060270106;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
060270107;48,3;22,1;14500;20940;28490;0,67;7470;12310;15970;18600;23590;26660;31180;37680;5,0;6,6;0,321;46,1;39,7;3,6;2,8;48,6;5,3;0
060270108;52,7;19,8;14920;22020;30390;0,70;7850;13320;16250;18970;24770;27700;32790;40950;5,2;6,5;0,327;44,5;38,0;3,4;3,1;49,6;5,9;0
060270109;59,0;13,3;17640;24760;34280;0,67;11020;15840;19010;21980;27700;31530;37330;46330;4,2;5,6;0,315;47,0;41,5;2,6;2,9;44,4;8,6;0
060270110;57,7;14,2;17130;24180;34430;0,72;10790;15730;18650;21660;27830;31360;37600;49000;4,5;5,7;0,322;59,8;52,6;3,3;3,9;32,6;7,6;0
060270111;60,8;16,1;16940;25570;36660;0,77;10200;15170;18780;22040;28540;33310;39100;50470;4,9;6,0;0,330;65,2;56,6;3,0;5,6;28,7;6,1;0
060270112;66,5;11,0;19990;27860;38990;0,68;12180;18210;21320;24840;31440;35480;43110;54970;4,5;6,0;0,342;67,6;58,9;3,0;5,7;21,3;11,1;0
060270113;60,3;13,4;17690;24930;34350;0,67;11120;15990;19140;21920;27930;32160;37390;49160;4,4;6,0;0,338;64,0;56,0;3,1;4,9;29,0;7,0;0
060270114;56,0;19,5;15520;22570;33650;0,80;8740;13440;16940;19980;26490;30950;36690;47970;5,5;7,6;0,370;60,8;52,5;3,3;5,0;31,1;8,1;0
060270115;65,2;13,4;17960;27530;39700;0,79;10880;15940;20210;23910;32000;37220;43550;56720;5,2;7,1;0,360;62,4;52,4;3,6;6,4;25,4;12,2;0
060270116;s;s;15470;22040;30740;0,69;9950;13560;17080;19810;24570;28100;32600;38840;3,9;5,2;0,296;48,9;42,8;3,2;2,9;45,6;5,5;0
060270117;51,1;21,2;14680;21520;28500;0,64;7850;12770;15770;18630;24210;26990;31650;38770;4,9;6,2;0,314;52,1;45,2;3,7;3,2;43,8;4,1;0
