;IRIS;DEC_PIMP20;DEC_TP6020;DEC_Q120;DEC_MED20;DEC_Q320;DEC_EQ20;DEC_D120;DEC_D220;DEC_D320;DEC_D420;DEC_D620;DEC_D720;DEC_D820;DEC_D920;DEC_RD20;DEC_S80S2020;DEC_GI20;DEC_PACT20;DEC_PTSA20;DEC_PCHO20;DEC_PBEN20;DEC_PPEN20;DEC_PAUT20;DEC_NOTE20;keep
10136;751124707;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10137;751124708;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;1
10138;751124799;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;1
10139;751124801;68,1;18,8;16380;29340;44870;0,97;6890;13630;18870;23870;34940;40360;50740;65020;9,4;11,8;0,412;81,8;74,0;3,1;4,7;12,7;5,5;0;1
10140;751124802;67,2;24,6;13390;26600;39340;0,98;6740;11290;15900;21080;31240;36310;42990;56310;8,4;10,5;0,395;81,3;74,7;3,7;2,9;14,9;3,8;0;1
10141;751124803;79,1;11,6;28140;44320;71200;0,97;11120;22510;30870;36770;52340;63640;78080;99610;9,0;11,0;0,405;79,1;71,6;2,4;5,1;12,5;8,4;0;1
10142;751124804;75,1;11,1;23110;41420;65430;1,02;11900;19100;27190;34250;49370;57660;72220;91670;7,7;10,9;0,412;72,4;62,6;2,7;7,1;19,7;7,9;0;1
10143;751124805;68,4;13,9;20760;34870;55060;0,98;9530;17420;23170;28470;42330;49220;62610;82340;8,6;11,1;0,403;76,4;69,9;1,7;4,8;16,0;7,6;0;1
10144;751124806;76,5;10,6;24010;38990;60830;0,94;12840;20570;27870;33030;46010;55480;66430;89630;7,0;9,9;0,412;72,8;62,3;3,0;7,5;15,4;11,8;0;1
10145;751124807;72,7;15,1;19470;34450;52100;0,95;8490;16880;23290;28770;40550;47770;57510;75930;8,9;11,4;0,412;78,7;68,6;4,0;6,1;15,3;6,0;0;1
10146;751124808;73,0;14,7;21510;41350;64860;1,05;9360;18180;25490;35230;49430;58530;72020;97650;10,4;12,4;0,411;69,4;62,4;2,8;4,2;21,1;9,5;0;1
10147;751124809;71,5;17,0;17670;33260;53600;1,08;6830;14530;20420;26760;40000;48810;57120;77900;11,4;13,4;0,433;75,7;68,5;3,5;3,7;16,5;7,8;0;1
10148;751124810;74,1;18,6;19290;35970;55570;1,01;7960;14210;23750;29690;43070;51440;60430;81670;10,3;12,9;0,413;76,2;64,2;3,2;8,8;16,6;7,2;0;1
10149;751124811;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;1
10150;751124812;50,2;39,4;10100;16520;29080;1,15;3590;8260;11030;13880;20490;25590;32050;43730;12,2;13,5;0,444;80,0;72,9;3,2;3,9;16,3;3,7;0;1
10151;751124813;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10152;751124888;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;1
10153;751124899;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;1
10154;751134901;64,1;24,2;13830;24660;36960;0,94;6180;11520;16110;20730;28840;33570;40400;51450;8,3;10,7;0,391;77,7;72,7;2,9;2,1;19,6;2,7;0;1
10155;751134902;60,9;24,7;13370;23780;38090;1,04;6510;11140;15870;19380;29060;34680;42140;57660;8,9;10,4;0,397;69,1;61,8;3,2;4,1;27,7;3,2;0;1
10156;751134903;72,7;18,8;16730;30780;45880;0,95;6160;13900;19330;25580;36550;43100;50360;68810;11,2;11,9;0,401;71,8;65,9;2,2;3,7;22,6;5,6;0;1
10157;751134904;53,7;35,8;10230;18340;29620;1,06;5390;8660;11690;14820;21910;26480;34000;44200;8,2;10,9;0,414;69,9;63,5;3,8;2,6;26,9;3,2;0;1
10158;751134905;75,9;11,5;21960;34720;51120;0,84;10760;19080;24750;29540;39830;46410;55590;70850;6,6;8,6;0,378;72,8;64,8;2,0;6,0;19,9;7,3;0;1
10159;751134906;77,4;12,3;23420;36740;54140;0,84;11360;20250;26560;32550;42680;49220;60630;83530;7,4;9,8;0,402;73,4;66,0;1,8;5,6;20,5;6,1;0;1
10160;751134907;69,3;16,1;18340;32400;49090;0,95;9180;15240;21480;27540;37970;44540;54370;73580;8,0;9,7;0,386;76,2;66,7;2,9;6,6;18,1;5,7;0;1
10161;751134908;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10162;751134999;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so;1
10163;751135001;47,4;33,4;11000;17970;27180;0,90;5630;9620;11960;15060;21170;25050;29520;35430;6,3;8,2;0,354;82,2;76,7;4,3;1,2;16,1;1,7;0;1
10164;751135002;38,4;46,3;7830;14390;21100;0,92;3860;6760;8890;11470;17290;20250;23210;29320;7,6;9,2;0,366;73,4;66,1;4,6;2,7;25,3;1,3;0;1
10165;751135003;49,0;32,8;10630;18610;27840;0,92;5600;9140;12420;15640;21430;25360;30450;39890;7,1;9,5;0,383;71,5;64,4;4,1;3,0;23,8;4,7;0;1
10166;751135004;42,0;44,3;9110;14370;24150;1,05;5020;7570;10070;12120;17490;21590;26850;36600;7,3;10,0;0,409;78,6;70,5;3,6;4,5;15,9;5,5;0;1
10167;751135005;59,8;27,8;12160;22380;36220;1,08;6050;10260;14280;17910;27480;32270;39160;50680;8,4;13,0;0,454;67,4;59,3;3,1;5,0;21,0;11,6;0;1
10168;751135006;67,7;22,6;14150;25760;39170;0,97;7320;11990;16860;21450;30350;35840;43800;54330;7,4;9,6;0,381;67,3;61,3;2,6;3,4;27,2;5,5;0;1
10169;751135007;59,2;27,0;12250;22010;33540;0,97;5250;10150;14090;17920;25680;30400;36600;46690;8,9;10,8;0,390;65,9;60,3;3,3;2,3;30,1;4,0;0;1
10170;751135008;50,4;30,2;10940;19680;33560;1,15;5030;8870;12750;15930;24010;30060;38040;52050;10,4;18,3;0,509;60,4;53,6;2,9;3,9;22,6;17,0;0;1
10171;751135009;60,6;23,6;13910;23360;30850;0,72;6910;11550;15910;19860;26190;29270;33200;40560;5,9;7,4;0,328;86,3;81,4;2,4;2,5;11,0;2,7;0;1
10172;751135010;66,2;20,4;15800;27780;41860;0,94;7030;12940;18770;23880;33180;38920;46010;57710;8,2;10,9;0,385;75,2;66,9;3,4;4,9;19,7;5,1;0;1
10173;751135011;66,5;21,0;15530;26050;40580;0,96;5670;12810;17110;21830;30870;37120;44370;58080;10,2;12,0;0,404;79,8;71,2;2,8;5,8;16,9;3,3;0;1
10174;751135012;64,4;26,0;12720;24650;38150;1,03;4870;10460;15300;20080;29170;35080;41360;51730;10,6;13,0;0,409;80,7;72,8;4,2;3,7;14,6;4,7;0;1
10175;751135013;40,3;44,5;8730;15030;23320;0,97;3910;7630;9790;11680;17570;21370;25970;34520;8,8;10,1;0,399;74,4;68,6;3,9;1,9;24,5;1,1;0;1
10176;751135014;64,6;37,3;7710;22340;39610;1,43;3920;6300;9460;14150;29570;35950;44320;55100;14,0;19,0;0,469;78,6;71,5;3,1;4,0;17,1;4,3;1;1
10177;751135015;63,7;24,0;13530;22680;38190;1,09;6010;11120;15150;19570;27670;33500;43090;61510;10,2;13,4;0,452;86,2;79,9;3,4;2,9;9,4;4,4;0;1
10178;751135016;59,2;30,7;11690;20520;34130;1,09;5830;9590;12950;15960;25660;31610;37070;49880;8,6;12,8;0,454;87,1;79,1;3,3;4,7;7,0;5,9;0;1
10179;751135017;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10180;751135018;70,8;19,8;15800;29140;42290;0,91;7800;13510;19280;24600;33980;38830;45800;57460;7,4;9,3;0,380;82,6;73,0;3,2;6,4;13,5;3,9;0;1
10181;751135019;67,9;23,3;14190;27560;41360;0,99;5640;10820;17440;22610;32780;38390;45300;56500;10,0;12,8;0,392;84,2;77,7;3,1;3,4;12,9;2,9;0;1
10182;751135020;68,3;18,7;16520;28150;40860;0,86;8440;14240;18710;23970;32390;37650;44030;56480;6,7;8,0;0,351;77,3;72,0;2,8;2,5;19,9;2,8;0;1
10183;751135021;70,0;18,2;17090;28050;41870;0,88;8210;14680;19190;23950;32590;38290;45390;58350;7,1;8,6;0,369;67,9;62,1;2,7;3,1;28,9;3,2;0;1
10184;751135023;70,9;13,3;18340;28040;38660;0,72;9970;16020;20500;24340;32550;36100;42580;55770;5,6;6,4;0,333;64,3;58,5;2,8;3,0;31,6;4,1;0;1
10185;751135024;72,2;16,9;17790;30780;46280;0,93;8210;14990;20360;25240;37390;43030;52630;69640;8,5;10,6;0,402;73,0;67,1;2,5;3,4;20,7;6,3;0;1
10186;751135025;60,7;21,7;14470;25380;38950;0,96;6990;11820;16550;20950;29820;34880;42040;53410;7,6;9,1;0,374;62,9;56,9;3,3;2,7;33,5;3,6;0;1
10187;751135026;50,1;34,1;10090;18740;29410;1,03;5540;9020;12090;15210;22340;27030;32780;45140;8,2;12,0;0,428;72,7;67,8;2,9;2,0;25,1;2,2;0;1
10188;751135027;48,3;39,6;8610;17020;27610;1,12;4370;7380;9890;13270;21080;25220;30280;39500;9,0;10,9;0,399;64,7;58,9;3,3;2,5;33,5;1,8;0;1
10189;751135028;62,3;23,2;13930;24450;39630;1,05;6670;11690;16130;20670;29340;35560;44200;57270;8,6;9,9;0,386;69,2;63,5;2,9;2,8;27,2;3,6;0;1
10190;751135029;60,8;26,4;12590;23410;34630;0,94;6010;10930;14600;18950;27940;32180;37580;47040;7,8;9,3;0,373;61,1;55,9;3,2;2,0;35,3;3,6;0;1
10191;751135030;59,0;23,3;13740;21980;30630;0,77;6910;11480;15510;18800;24970;28380;33620;41690;6,0;7,3;0,335;71,9;66,2;4,0;1,7;25,5;2,6;0;1
10192;751135031;52,5;47,7;6260;14200;26550;1,43;2830;5260;7240;10250;19420;23610;28760;35250;12,5;15,2;0,431;67,2;62,6;3,5;1,1;31,0;1,8;0;1
10193;751135032;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10194;751135099;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10195;751135101;51,0;38,0;9590;17210;28310;1,09;4950;8250;11150;14110;20860;25930;31330;38700;7,8;10,1;0,389;74,9;68,3;4,1;2,5;23,0;2,1;0;1
10196;751135102;57,4;27,8;12100;20650;33480;1,04;6470;10360;13670;17080;25360;30680;37770;49920;7,7;10,7;0,416;76,8;69,3;3,1;4,4;17,7;5,5;0;1
10197;751135103;63,2;27,0;12190;23260;36630;1,05;6780;10010;14680;19390;27600;32890;40550;58360;8,6;11,1;0,408;70,4;63,6;3,1;3,7;24,0;5,6;0;1
10198;751135104;57,4;27,5;11960;22070;35630;1,07;4870;9940;13950;17350;27450;33110;39600;50840;10,4;12,5;0,405;78,0;70,7;3,4;3,9;19,2;2,8;0;1
10199;751135105;74,1;16,4;18910;31870;48530;0,93;9960;16430;22060;27270;38400;44090;53730;67230;6,7;8,9;0,372;72,1;65,1;2,7;4,3;21,2;6,7;0;1
10200;751135106;63,6;25,0;13170;23720;37150;1,01;6270;11370;15340;19050;28530;34060;41220;55660;8,9;10,8;0,406;78,9;71,5;3,8;3,6;16,9;4,2;0;1
10201;751135107;63,4;25,3;12990;23610;36560;1,00;5710;10760;15220;18970;27730;33500;40140;53930;9,5;11,1;0,403;72,4;66,5;3,4;2,5;23,3;4,3;0;1
10202;751135108;42,3;41,5;8570;15430;23570;0,97;3580;7660;10190;12700;18120;21830;26440;31160;8,7;10,2;0,366;77,0;71,6;4,6;0,8;22,0;1,0;0;1
10203;751135109;48,9;35,8;10300;17860;32410;1,24;5010;9190;11820;14470;22540;27900;37870;55770;11,1;16,4;0,499;71,7;62,6;4,1;5,0;21,9;6,4;0;1
10204;751135110;62,3;24,1;13630;25860;39740;1,01;6450;11060;16080;20560;30660;36210;44310;54660;8,5;11,2;0,401;77,1;71,5;2,6;3,0;18,4;4,5;0;1
10205;751135111;57,7;29,9;11310;21180;37640;1,24;4910;9340;13220;16920;27260;33650;42520;59890;12,2;15,5;0,447;73,6;66,9;3,3;3,4;22,0;4,4;0;1
10206;751135112;74,3;14,3;20290;35080;50260;0,85;9770;17480;23920;29580;41350;46700;55710;69960;7,2;9,2;0,379;70,0;64,5;2,6;2,9;20,8;9,2;0;1
10207;751135113;69,6;17,0;18560;31600;47460;0,91;8190;15540;20500;25840;37560;44200;51340;63760;7,8;9,3;0,374;72,8;64,7;3,5;4,6;21,7;5,5;0;1
10208;751135114;71,5;17,1;17640;29260;45950;0,97;9450;14680;20400;24980;35320;41850;49790;61100;6,5;8,8;0,378;69,7;62,5;2,9;4,3;25,2;5,1;0;1
10209;751135115;77,3;s;22430;37430;54170;0,85;9390;18960;24890;30430;42860;49490;59430;75030;8,0;8,9;0,365;67,0;59,2;2,2;5,6;27,6;5,4;0;1
10210;751135116;71,8;16,4;18730;33850;50520;0,94;9060;15760;22380;28730;39810;46850;55240;69400;7,7;9,7;0,375;70,7;63,5;2,5;4,7;25,3;4,0;0;1
10211;751135117;66,4;19,7;15920;28030;44070;1,00;8770;13360;18220;23160;32490;39720;49990;62980;7,2;9,2;0,388;73,5;68,5;2,6;2,4;22,7;3,8;0;1
10212;751135118;75,2;12,2;21010;32010;46400;0,79;11570;18090;23670;27780;37250;43080;49380;61900;5,3;6,5;0,328;67,0;61,1;1,9;4,0;29,1;3,9;0;1
10213;751135119;47,2;37,6;9680;16840;25560;0,94;4440;8060;10670;13660;19430;23350;28270;36030;8,1;10,5;0,387;67,1;61,9;3,6;1,6;31,5;1,4;0;1
10214;751135120;74,5;14,9;20180;32330;49700;0,91;8950;17040;22600;27080;38420;46230;52950;67110;7,5;8,6;0,363;63,9;58,0;2,3;3,6;31,2;4,9;0;1
10215;751135121;76,1;s;23210;34110;50290;0,79;12560;20420;25650;29910;39510;47000;55560;70250;5,6;8,2;0,385;70,2;64,9;2,7;2,6;21,7;8,1;0;1
10216;751135122;77,0;10,1;23980;38140;54990;0,81;12940;19960;27430;32510;43540;49860;61530;76530;5,9;7,6;0,352;71,6;65,3;2,6;3,7;22,5;5,9;0;1
10217;751135123;70,9;16,7;18240;30590;46790;0,93;8770;15200;20590;25710;35700;42950;52080;66810;7,6;10,4;0,396;76,2;68,4;3,0;4,8;18,5;5,3;0;1
10218;751135124;76,7;11,3;22800;37040;54200;0,85;11860;19760;26070;31930;43220;50550;58860;73760;6,2;8,8;0,374;68,2;59,7;2,3;6,2;24,8;7,0;0;1
10219;751135125;68,5;18,2;15500;27750;43450;1,01;8010;13560;18170;23440;32930;39900;47420;62270;7,8;10,1;0,404;74,4;66,5;3,1;4,8;19,8;5,8;0;1
10220;751135201;75,0;11,9;21750;36250;53610;0,88;11720;18520;24550;30250;41670;48700;60000;81760;7,0;9,9;0,416;68,4;60,5;2,1;5,8;22,6;9,0;0;1
10221;751135202;61,7;26,1;12710;24860;40960;1,14;7380;10860;14630;19290;31310;36630;45200;65590;8,9;12,9;0,449;70,9;65,1;2,8;3,0;22,2;6,9;0;1
10222;751135203;74,8;10,9;24160;39350;58450;0,87;12660;21800;27970;33220;46320;54110;64090;90690;7,2;9,1;0,391;65,4;58,9;2,1;4,4;26,7;7,9;0;1
10223;751135204;69,1;19,7;16460;30010;46710;1,01;7140;13300;19400;25280;35850;42630;50790;69900;9,8;15,5;0,467;63,8;58,0;2,1;3,7;22,7;13,5;0;1
10224;751135205;73,5;14,7;20180;34550;52460;0,93;9640;17190;23010;29400;40500;47550;56210;74590;7,7;9,4;0,380;74,7;67,3;2,2;5,2;21,3;4,0;0;1
10225;751135206;76,8;13,2;24090;40200;60060;0,89;10190;19740;27420;33600;47020;54780;66730;89790;8,8;13,0;0,439;61,3;54,1;1,7;5,5;25,2;13,5;0;1
10226;751135207;77,8;10,4;25000;40100;56830;0,79;12750;22290;28280;34210;45820;53320;63200;83080;6,5;8,4;0,382;75,3;65,2;2,3;7,8;17,6;7,1;0;1
10227;751145301;70,1;s;18530;33700;56510;1,13;7360;15580;21650;27440;43140;51170;60950;80200;10,9;14,9;0,464;62,6;55,8;1,8;5,0;27,5;9,9;0;1
10228;751145302;79,6;s;26610;43830;69780;0,99;15920;23690;29360;36570;51060;61610;78500;112900;7,1;11,3;0,464;63,0;55,7;1,4;5,9;21,3;15,7;0;1
10229;751145303;77,1;s;23390;37680;58930;0,94;14530;20810;26580;31910;44310;53170;66590;93530;6,4;8,8;0,406;75,4;67,2;2,2;6,0;16,1;8,5;0;1
10230;751145304;70,8;s;19380;33610;50630;0,93;8790;16930;22100;27460;39450;46720;57110;77570;8,8;11,2;0,411;71,1;63,7;2,4;5,0;20,7;8,2;0;1
10231;751145305;75,3;13,5;22120;42260;75270;1,26;10570;18390;25510;33440;52060;65910;80640;120940;11,4;27,0;0,622;50,0;44,4;1,6;4,0;14,7;35,3;0;1
10232;751145306;77,1;s;25080;40700;62080;0,91;10900;20640;27520;33750;47450;56020;69590;101450;9,3;12,4;0,441;67,1;59,2;2,2;5,7;20,2;12,7;0;1
10233;751145307;70,0;s;21110;38570;56910;0,93;9140;17250;24890;31930;45620;52200;63700;83960;9,2;13,6;0,448;66,3;55,1;1,9;9,3;22,3;11,4;0;1
10234;751145308;75,0;s;22860;32870;53790;0,94;13980;20820;24980;28360;39840;49130;60830;85230;6,1;8,6;0,416;68,7;63,6;1,4;3,7;20,5;10,8;0;1
10235;751145309;75,2;s;26120;44550;71410;1,02;11250;21410;29700;37510;55270;63320;79450;113900;10,1;15,9;0,495;65,8;57,9;1,7;6,2;20,0;14,2;0;1
10236;751145310;75,2;s;26150;44190;78150;1,18;13560;22830;29230;37770;55490;66880;90470;131910;9,7;12,2;0,448;60,0;50,1;1,4;8,5;25,6;14,4;0;1
10237;751145311;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10238;751145401;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10239;751145402;75,8;11,9;23560;40200;59990;0,91;11940;19910;27010;33140;47250;54850;66980;93250;7,8;11,3;0,427;66,3;58,5;1,9;5,9;23,6;10,1;0;1
10240;751145403;74,6;15,5;19390;31330;48130;0,92;9130;16050;21770;26970;37060;43440;53200;71390;7,8;10,0;0,404;71,5;64,5;2,5;4,5;21,8;6,7;0;1
10241;751145404;67,3;15,4;19100;30370;47270;0,93;8840;16630;21280;25260;36560;43160;53240;72340;8,2;17,5;0,547;78,6;50,2;2,1;26,3;12,7;8,7;0;1
10242;751145405;69,2;19,6;16030;30120;47930;1,06;7560;13550;19050;25040;36910;43580;54410;73150;9,7;12,0;0,415;70,1;63,0;2,9;4,2;22,9;7,0;0;1
10243;751145406;79,7;9,4;28740;44050;64010;0,80;14090;23970;32160;37930;50460;58620;69350;89300;6,3;8,0;0,361;73,3;66,8;1,9;4,6;19,9;6,8;0;1
10244;751145407;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10245;751145501;52,8;37,4;9770;17570;28020;1,04;4990;8150;10520;14330;21760;25450;30190;39180;7,9;10,2;0,383;65,1;60,2;3,9;1,0;32,4;2,5;0;1
10246;751145502;68,3;23,5;13640;26250;40760;1,03;7140;11550;16840;22010;31040;36790;45180;61370;8,6;13,2;0,448;75,4;68,5;3,0;3,9;14,2;10,4;0;1
10247;751145503;49,1;43,2;7830;15970;27360;1,22;4380;7060;9310;12190;19630;24720;30100;41200;9,4;12,0;0,428;66,9;61,3;4,1;1,5;30,9;2,2;0;1
10248;751145504;73,4;11,8;21750;36590;52340;0,84;11400;19190;24940;30220;41880;49000;57820;74230;6,5;8,6;0,379;74,5;68,4;2,2;3,9;18,9;6,6;0;1
10249;751145505;64,6;21,1;15650;27310;44210;1,05;7460;12660;18220;22860;33550;39850;50850;72250;9,7;13,5;0,445;73,1;65,6;2,7;4,8;20,6;6,3;0;1
10250;751145506;80,8;10,5;26280;40840;60090;0,83;12190;22610;29950;36020;48480;55800;68260;88470;7,3;8,4;0,365;71,7;63,3;1,9;6,5;21,9;6,4;0;1
10251;751145507;76,6;s;24790;39520;59560;0,88;12950;21300;27800;33450;46340;54950;65010;84430;6,5;8,7;0,385;71,1;63,3;2,2;5,6;20,4;8,5;0;1
10252;751145508;72,5;14,4;20880;35820;53310;0,91;8950;18050;24520;29350;41550;48540;59350;78870;8,8;10,5;0,392;70,7;63,7;2,1;4,9;21,4;7,9;0;1
10253;751145509;79,0;s;24910;38440;53670;0,75;11640;21700;28340;33610;43470;49290;59120;80050;6,9;7,7;0,354;75,7;67,6;2,1;6,0;20,2;4,1;0;1
10254;751145510;75,2;12,7;24100;39890;57030;0,83;10270;20160;26220;33160;44620;52960;63280;82940;8,1;11,1;0,412;75,2;68,1;2,4;4,7;17,9;6,9;0;1
10255;751145511;75,1;s;23840;39070;57340;0,86;12720;20440;26790;32700;44840;52660;64040;81340;6,4;9,1;0,396;71,9;63,6;2,7;5,6;17,9;10,2;0;1
10256;751145512;74,9;s;23590;36990;54230;0,83;13480;20610;26750;32260;43130;50260;59750;79830;5,9;8,0;0,369;68,9;61,6;2,3;5,0;24,0;7,1;0;1
10257;751145513;75,7;11,1;23680;37320;57640;0,91;11910;20760;25430;31030;43750;51780;63780;85880;7,2;9,4;0,407;69,0;61,3;2,2;5,5;21,3;9,7;0;1
10258;751145514;76,5;14,9;21330;39330;58520;0,95;10340;17850;26100;32440;46140;53640;65870;91580;8,9;14,2;0,456;71,3;64,3;2,7;4,3;16,7;12,0;0;1
10259;751145515;71,5;14,7;20470;35670;55030;0,97;9810;17540;23850;29500;42440;49740;61540;84000;8,6;14,5;0,471;69,5;61,0;2,1;6,4;18,8;11,7;0;1
10260;751145516;76,3;s;24440;37700;57350;0,87;14730;21360;26510;32360;43660;51390;63750;88080;6,0;8,6;0,410;75,0;64,8;2,3;7,9;18,0;7,0;0;1
10261;751145601;57,0;26,2;12930;19550;27510;0,75;5910;10320;14400;16140;22410;26040;29550;35720;6,0;7,1;0,321;78,3;74,4;2,7;1,2;20,6;1,1;0;1
10262;751145602;s;s;9860;17140;24820;0,87;4220;8010;11410;13870;19800;23250;27280;34050;8,1;9,5;0,363;77,2;71,7;3,7;1,8;22,1;0,7;0;1
10263;751145603;35,4;48,2;6910;13730;21280;1,05;2140;5650;8340;11220;16240;19350;23400;28860;13,5;13,8;0,391;68,3;62,2;5,4;0,7;30,3;1,4;0;1
10264;751145604;48,3;38,3;9460;16570;26420;1,02;3800;7740;10550;13600;20490;24390;29970;40840;10,8;14,2;0,440;69,9;64,8;3,2;1,9;25,2;4,9;0;1
10265;751145605;68,5;20,5;15480;29900;44890;0,98;7890;12610;18430;24810;35630;42080;49210;60490;7,7;9,7;0,373;69,9;64,4;2,7;2,8;26,0;4,1;0;1
10266;751145606;67,4;17,8;17650;29500;43230;0,87;7790;14390;20080;24620;34380;39940;48760;64820;8,3;12,0;0,421;79,6;71,5;2,5;5,6;15,6;4,8;0;1
10267;751145607;69,8;15,1;18680;32470;47670;0,89;9030;16120;21560;26960;37110;44460;53360;72890;8,1;9,6;0,394;70,1;62,7;2,4;5,0;24,9;5,0;0;1
10268;751145608;71,9;13,6;20380;33060;49400;0,88;10010;18010;23190;27480;37860;44900;54090;72080;7,2;9,0;0,388;79,6;70,7;2,9;6,0;15,5;4,9;0;1
10269;751145609;44,3;39,8;8540;16760;26400;1,07;2720;6880;10200;13220;20330;24730;30150;39240;14,4;15,7;0,424;66,4;60,4;3,8;2,2;30,7;2,9;0;1
10270;751145610;68,7;21,6;15100;29530;48390;1,13;6300;11940;18360;24430;36340;44220;54110;69880;11,1;14,3;0,427;62,6;56,6;2,4;3,6;29,1;8,3;0;1
10271;751145611;54,0;33,0;10340;19520;29060;0,96;5040;8930;11990;15790;22860;26700;32860;41580;8,2;10,9;0,395;72,8;66,5;4,3;2,0;23,7;3,5;0;1
10272;751145612;76,9;s;22380;35870;52060;0,83;12260;19010;25000;30330;41560;47710;57600;76130;6,2;8,9;0,403;77,8;68,9;2,4;6,5;15,9;6,3;0;1
10273;751145613;77,4;10,1;22970;36800;55510;0,88;13050;20150;25830;31030;42610;50920;61130;77480;5,9;8,5;0,395;71,9;61,1;2,4;8,4;21,6;6,5;0;1
10274;751145614;66,8;20,8;15820;30080;49340;1,11;6370;12380;19800;25210;34600;42500;54660;73910;11,6;15,7;0,446;79,0;69,0;3,4;6,6;13,8;7,2;0;1
10275;751145615;69,4;17,4;17710;29990;46520;0,96;7660;14590;20480;25770;35210;42700;50690;65270;8,5;10,9;0,392;79,2;70,9;3,2;5,1;15,8;5,0;0;1
10276;751145616;66,3;19,6;15090;27610;42570;1,00;6910;13410;17830;22890;33070;38530;47430;62020;9,0;11,7;0,415;75,1;68,1;2,6;4,4;19,9;5,0;0;1
10277;751145617;48,5;35,6;9390;17730;27180;1,00;3800;8250;11020;14710;21450;24910;30490;37870;10,0;11,0;0,386;64,8;59,2;3,9;1,7;32,8;2,4;0;1
10278;751145618;54,2;33,1;10810;19300;32630;1,13;4940;8520;12250;15870;23750;28720;36220;47340;9,6;13,3;0,425;76,0;70,1;3,6;2,3;21,6;2,4;0;1
10279;751145619;66,8;21,9;14400;26380;39280;0,94;6930;12880;16570;21330;30930;36220;43290;58530;8,4;10,4;0,394;76,0;69,1;3,9;3,0;19,9;4,1;0;1
10280;751145620;63,9;24,2;13400;25780;39850;1,03;6080;11270;16130;20800;31100;36600;43710;57990;9,5;13,8;0,442;74,8;68,0;2,8;4,0;19,3;5,9;0;1
10281;751145621;69,4;18,0;16330;28380;46410;1,06;7870;14310;18850;23670;34290;40830;50340;65290;8,3;12,6;0,447;78,6;67,2;2,5;8,9;15,0;6,4;0;1
10282;751145622;75,5;s;23440;36500;53460;0,82;11630;19750;26080;31110;42530;49000;60310;76460;6,6;9,2;0,386;69,1;62,4;2,3;4,4;23,7;7,2;0;1
10283;751145623;73,9;16,2;19760;33010;51790;0,97;8990;16010;22470;28510;38680;46830;56880;73990;8,2;11,5;0,416;73,3;64,7;2,5;6,1;19,9;6,8;0;1
10284;751145624;77,7;12,0;25210;38900;57430;0,83;10890;21230;28200;33450;44270;52180;61470;79680;7,3;9,3;0,376;66,7;58,6;2,5;5,6;27,2;6,1;0;1
10285;751145625;65,3;18,6;16030;32620;50190;1,05;7190;13790;19970;26250;37440;47030;57840;74270;10,3;12,4;0,412;80,9;72,7;2,2;6,0;14,6;4,5;0;1
10286;751155701;47,6;38,6;8910;16390;25780;1,03;4330;7450;10510;13470;20190;23690;28280;35490;8,2;10,8;0,395;72,7;67,1;4,1;1,5;25,4;1,9;0;1
10287;751155702;65,8;27,4;12330;24460;38940;1,09;5310;10140;14310;19450;28790;34740;43310;54380;10,2;12,8;0,415;78,3;72,9;3,0;2,4;19,0;2,7;0;1
